Constituency No.	Constituency Name	Candidate Name	Party	Votes Polled	Position	Win/Lose Margin
168	Karnataka - Chamrajpet	SAMPANGI RAAJ	Independent	42	22	
169	Karnataka - Chickpet	UDAY B.GARUDACHAR	Bharatiya Janata Party	57312	1	7934
169	Karnataka - Chickpet	R.V.DEVRAJ	Indian National Congress	49378	2	7934
169	Karnataka - Chickpet	MUJAHID PASHA.A	SOCIAL DEMOCRATIC PARTY OF INDIA	11700	3	
169	Karnataka - Chickpet	DR D.HEMACHANDRA SAGAR	Janata Dal (Secular)	6286	4	
169	Karnataka - Chickpet	None of the Above	None of the Above	1340	5	
169	Karnataka - Chickpet	BHARAT SANGHVI	Independent	487	6	
169	Karnataka - Chickpet	RAKESH KUMAR SHUKLA	Independent	442	7	
169	Karnataka - Chickpet	BASAVARAJ VAIJANATH JEMSHETTY	Independent	261	8	
169	Karnataka - Chickpet	R.SHEKAR	Independent	213	9	
169	Karnataka - Chickpet	AFSAR KHAN. R.K	All India Mahila Empowerment Party	171	10	
169	Karnataka - Chickpet	PRAVEEN.V.K	Independent	140	11	
169	Karnataka - Chickpet	RAJENDRA KUMAR M. SOLANKI	Independent	136	12	
169	Karnataka - Chickpet	THYAGARAJ	Republican Sena	115	13	
169	Karnataka - Chickpet	M.SRINIVASA MURTHY	Independent	94	14	
169	Karnataka - Chickpet	SYED SHAZAD AHMED	Independent	88	15	
169	Karnataka - Chickpet	PURANDARA UPADHYAYA G	Independent	87	16	
169	Karnataka - Chickpet	SYED IQBAL	Independent	81	17	
169	Karnataka - Chickpet	N. KISHORE KUMAR	Akhil Bharat Hindu Mahasabha	78	18	
169	Karnataka - Chickpet	ARUN PRASAD. A	Independent	66	19	
169	Karnataka - Chickpet	SADAT ALI	Independent	65	20	
169	Karnataka - Chickpet	SYED RIYAZ	Independent	64	21	
169	Karnataka - Chickpet	N.MUNIYPPA	Republican Party of India	56	22	
169	Karnataka - Chickpet	ASGAR A MOHIN S M	Independent	53	23	
169	Karnataka - Chickpet	SHIVAKUMAR.K.S	Independent	51	24	
169	Karnataka - Chickpet	SHAFIULLA SHARIFF	Independent	46	25	
169	Karnataka - Chickpet	B. CHIKKANAGESHA	Independent	43	26	
169	Karnataka - Chickpet	C.NANJUNDAPPA	Independent	36	27	
169	Karnataka - Chickpet	P. AMARNATH	Independent	31	28	
170	Karnataka - Basavanagudi	RAVISUBRAMANYA.L.A	Bharatiya Janata Party	76018	1	38009
170	Karnataka - Basavanagudi	K.BAGEGOWDA	Janata Dal (Secular)	38009	2	38009
170	Karnataka - Basavanagudi	M.BOREGOWDA	Indian National Congress	11767	3	
170	Karnataka - Basavanagudi	None of the Above	None of the Above	1856	4	
170	Karnataka - Basavanagudi	SAKLESHPUR GUNDAPPA SITARAM	Aam Aadmi Party	453	5	
170	Karnataka - Basavanagudi	KENCHAIAH.S.	Republican Party of India (A)	328	6	
170	Karnataka - Basavanagudi	SHARANU.M.	Independent	256	7	
170	Karnataka - Basavanagudi	DR.BANU PRAKASH.A.S.	Pyramid Party of India	233	8	
170	Karnataka - Basavanagudi	VISHALA ESHWAR	Independent	203	9	
170	Karnataka - Basavanagudi	J.VENKATESH	All India Mahila Empowerment Party	187	10	
170	Karnataka - Basavanagudi	T.S.MADHURANATH	Independent	149	11	
170	Karnataka - Basavanagudi	VEDI.B	Independent	121	12	
170	Karnataka - Basavanagudi	B K PRAKASH	Kannada Paksha	120	13	
170	Karnataka - Basavanagudi	D.M.BHATTAD	Janata Dal (United)	119	14	
170	Karnataka - Basavanagudi	H.M.RAMA	Bharatiya Prajagala Kalyana Paksha	116	15	
170	Karnataka - Basavanagudi	PADMANABHAN.M.N	Independent	108	16	
171	Karnataka - Padmanaba Nagar	R ASHOKA	Bharatiya Janata Party	77868	1	32166
171	Karnataka - Padmanaba Nagar	V K GOPAL	Janata Dal (Secular)	45702	2	32166
171	Karnataka - Padmanaba Nagar	M SRINIVAS	Indian National Congress	33400	3	
171	Karnataka - Padmanaba Nagar	None of the Above	None of the Above	2404	4	
171	Karnataka - Padmanaba Nagar	RAVIGOWDA	Independent	371	5	
171	Karnataka - Padmanaba Nagar	AKMAL SHAREFF	All India Mahila Empowerment Party	366	6	
171	Karnataka - Padmanaba Nagar	MEERA RAGHAVENDRA	Independent	362	7	
171	Karnataka - Padmanaba Nagar	G T GOPAL	Independent	256	8	
171	Karnataka - Padmanaba Nagar	YOGESH	Independent	233	9	
171	Karnataka - Padmanaba Nagar	SUMA MAHINDHAR	Kannada Paksha	150	10	
171	Karnataka - Padmanaba Nagar	KUMAR H	Rashtriya Manav Vikas Party	129	11	
171	Karnataka - Padmanaba Nagar	S MANIVANNAN	Independent	120	12	
171	Karnataka - Padmanaba Nagar	GUNASHEKHAR M	Independent	97	13	
171	Karnataka - Padmanaba Nagar	PRABHAKAR	Independent	82	14	
171	Karnataka - Padmanaba Nagar	K FIROZ	Independent	68	15	
172	Karnataka - B.T.M.Layout	RAMALINGA REDDY	Indian National Congress	67085	1	20478
172	Karnataka - B.T.M.Layout	LALLESH REDDY	Bharatiya Janata Party	46607	2	20478
172	Karnataka - B.T.M.Layout	K DEVADAS	Janata Dal (Secular)	17307	3	
172	Karnataka - B.T.M.Layout	None of the Above	None of the Above	2365	4	
172	Karnataka - B.T.M.Layout	DR. SYED ASAD ABBAS (M C ABBAS)	Aam Aadmi Party	701	5	
172	Karnataka - B.T.M.Layout	N KRISHNOJI RAO	Bhaarateeya Janashakthi Congress	497	6	
172	Karnataka - B.T.M.Layout	SATISH BABU S N	Independent	333	7	
172	Karnataka - B.T.M.Layout	KUMARI. JAYALAKSHMI B V	All India Mahila Empowerment Party	262	8	
172	Karnataka - B.T.M.Layout	SEEMA KOWSER	Karnataka Pragnyavantha Janatha Party	194	9	
172	Karnataka - B.T.M.Layout	SHABRIN	Independent	181	10	
172	Karnataka - B.T.M.Layout	PRADEEP MENDONCA	Independent	107	11	
172	Karnataka - B.T.M.Layout	YASHWANT NAIK	Independent	103	12	
172	Karnataka - B.T.M.Layout	BRAHMANANDA N	Independent	102	13	
172	Karnataka - B.T.M.Layout	M MUNESHWARA	Republican Sena	88	14	
174	Karnataka - Mahadevapura	ARAVIND LIMBAVALI	Bharatiya Janata Party	141682	1	17784
174	Karnataka - Mahadevapura	A C SRINIVASA	Indian National Congress	123898	2	17784
174	Karnataka - Mahadevapura	SATHISH K	Janata Dal (Secular)	6391	3	
174	Karnataka - Mahadevapura	NAGESH T	Independent	3852	4	
174	Karnataka - Mahadevapura	None of the Above	None of the Above	3482	5	
174	Karnataka - Mahadevapura	B R BHASKAR PRASAD	Aam Aadmi Party	1336	6	
174	Karnataka - Mahadevapura	P RAMESH CHANDER	Swaraj India	1184	7	
174	Karnataka - Mahadevapura	V SRINIVASA	Independent	473	8	
174	Karnataka - Mahadevapura	V UMA	Karnataka Jantha Paksha	370	9	
174	Karnataka - Mahadevapura	SRINIVASA	Independent	290	10	
174	Karnataka - Mahadevapura	NANDAKUMAR R	All India Mahila Empowerment Party	282	11	
174	Karnataka - Mahadevapura	A LAKSHMAIAH	Independent	278	12	
174	Karnataka - Mahadevapura	J UDAY KUMAR	Independent	250	13	
174	Karnataka - Mahadevapura	DR. H R SURENDRA	Republican Party of India (A)	248	14	
174	Karnataka - Mahadevapura	S M KRISHNA	Bharatiya Praja Paksha	169	15	
174	Karnataka - Mahadevapura	K KRISHNA	Republican Sena	167	16	
175	Karnataka - Bommanahalli	SATHISH REDDY M	Bharatiya Janata Party	111863	1	47162
175	Karnataka - Bommanahalli	SUSHMA RAJAGOPALA REDDY	Indian National Congress	64701	2	47162
175	Karnataka - Bommanahalli	T R PRASAD	Janata Dal (Secular)	9379	3	
175	Karnataka - Bommanahalli	None of the Above	None of the Above	2491	4	
175	Karnataka - Bommanahalli	SOMASHEKAR.N	Praja Parivartan Party	2142	5	
175	Karnataka - Bommanahalli	DR.P.ANILKUMAR	Independent	1143	6	
175	Karnataka - Bommanahalli	SUSHMA RAMESH	Independent	576	7	
175	Karnataka - Bommanahalli	SUSHMA SANDEEP	Independent	460	8	
175	Karnataka - Bommanahalli	SADARULLA	Independent	352	9	
175	Karnataka - Bommanahalli	SYED ISMAIL	Independent	347	10	
175	Karnataka - Bommanahalli	SHEEBA C P	Independent	335	11	
175	Karnataka - Bommanahalli	MADHUSUDAN REDDY	Jai Bharath Jena Sena Party	320	12	
175	Karnataka - Bommanahalli	V MADESHA	Independent	271	13	
175	Karnataka - Bommanahalli	KUPENDRA	Independent	243	14	
175	Karnataka - Bommanahalli	ABDUL KADIR GSY	Independent	224	15	
175	Karnataka - Bommanahalli	SHAIK IMRAN	All India Mahila Empowerment Party	161	16	
175	Karnataka - Bommanahalli	G VENKATESH BHOVI	Shivsena	150	17	
175	Karnataka - Bommanahalli	RATHNAMMA	Rashtriya Manav Vikas Party	146	18	
175	Karnataka - Bommanahalli	PAVITHRA GUNDEGOWDA	Independent	120	19	
175	Karnataka - Bommanahalli	DILIP KUMAR	Independent	86	20	
176	Karnataka - Bangalore South	M KRISHNAPPA	Bharatiya Janata Party	152469	1	30417
176	Karnataka - Bangalore South	R K RAMESH	Indian National Congress	122052	2	30417
176	Karnataka - Bangalore South	R PRABHAKAR REDDY	Janata Dal (Secular)	36164	3	
176	Karnataka - Bangalore South	None of the Above	None of the Above	15829	4	
176	Karnataka - Bangalore South	K ABHISHEK	AARAKSHAN VIRODHI PARTY	823	5	
176	Karnataka - Bangalore South	D K SHIVASHANKAR	Independent	735	6	
176	Karnataka - Bangalore South	SREENIVASU	Independent	644	7	
176	Karnataka - Bangalore South	ANBU	Independent	479	8	
176	Karnataka - Bangalore South	SIRAJUDDIN	All India Mahila Empowerment Party	415	9	
176	Karnataka - Bangalore South	M KRISHANAPPA	Independent	377	10	
176	Karnataka - Bangalore South	CHAND BHASHA	Republican Sena	346	11	
176	Karnataka - Bangalore South	R RAJESH	Independent	343	12	
176	Karnataka - Bangalore South	MANJUNATH K H	Independent	274	13	
176	Karnataka - Bangalore South	V CHETHAN	Kannada Paksha	207	14	
176	Karnataka - Bangalore South	APPAJI GOWDA	Independent	191	15	
177	Karnataka - Anekal	B.SHIVANNA	Indian National Congress	113894	1	8627
177	Karnataka - Anekal	A.NARAYANASWAMY	Bharatiya Janata Party	105267	2	8627
177	Karnataka - Anekal	G. SRINIVAS	Bahujan Samaj Party	2932	3	
177	Karnataka - Anekal	None of the Above	None of the Above	2115	4	
177	Karnataka - Anekal	D.MAHADESH	Communist Party of India (Marxist)	1425	5	
177	Karnataka - Anekal	MUNIKRISHNAPPA	All India Mahila Empowerment Party	481	6	
177	Karnataka - Anekal	C.NARAYANASWAMY	Independent	436	7	
177	Karnataka - Anekal	MANJUNATH V	Independent	247	8	
177	Karnataka - Anekal	A.NARAYANASWAMY	Independent	229	9	
177	Karnataka - Anekal	M.MUNIYALLAMMA	Republican Sena	216	10	
177	Karnataka - Anekal	VENKATESHAPPA	Sarva Janata Party	178	11	
177	Karnataka - Anekal	Y.RAVINDRA	Bharatiya Praja Paksha	132	12	
177	Karnataka - Anekal	AMARESH.Y	Independent	125	13	
178	Karnataka - Hosakote	N NAGARAJU (M.T.B)	Indian National Congress	98824	1	7597
178	Karnataka - Hosakote	SHARATH KUMAR BACHEGOWDA	Bharatiya Janata Party	91227	2	7597
178	Karnataka - Hosakote	KRISHNA MURTHY R	Janata Dal (Secular)	1083	3	
178	Karnataka - Hosakote	None of the Above	None of the Above	539	4	
178	Karnataka - Hosakote	RAMESHA	Ambedkar Samaj Party	417	5	
178	Karnataka - Hosakote	V SHAMANNA	Independent	242	6	
178	Karnataka - Hosakote	SURESHA C	Independent	184	7	
178	Karnataka - Hosakote	G SHRINIVASA	All India Mahila Empowerment Party	142	8	
178	Karnataka - Hosakote	RAJESH T K	Independent	120	9	
178	Karnataka - Hosakote	RAVEESHA T	Independent	67	10	
178	Karnataka - Hosakote	B V MANJUNATHA	Independent	66	11	
178	Karnataka - Hosakote	MANJUNATHA GOWDA T V	Independent	61	12	
178	Karnataka - Hosakote	NAGARAJ D.C.N	Independent	52	13	
178	Karnataka - Hosakote	NAGARAJ V	Independent	47	14	
179	Karnataka - Devanahalli	NARAYANASWAMY L N	Janata Dal (Secular)	86966	1	17010
179	Karnataka - Devanahalli	VENKATASWAMY	Indian National Congress	69956	2	17010
179	Karnataka - Devanahalli	K NAGESH	Bharatiya Janata Party	9820	3	
179	Karnataka - Devanahalli	None of the Above	None of the Above	1300	4	
179	Karnataka - Devanahalli	SRINIVAS M SANNIDHI	Independent	821	5	
179	Karnataka - Devanahalli	INDIRAMMA B V	Republican Party of India	625	6	
179	Karnataka - Devanahalli	B RAMACHANDRA	Independent	457	7	
179	Karnataka - Devanahalli	NAGARAJA	Ambedkarite Party of India	311	8	
179	Karnataka - Devanahalli	D.R.NARAYANASWAMY	Independent	280	9	
179	Karnataka - Devanahalli	MYATHYU MUNIYAPPA S M	Independent	247	10	
179	Karnataka - Devanahalli	K RAMACHANDRAPPA	All India Mahila Empowerment Party	194	11	
179	Karnataka - Devanahalli	NAGARAJU M	Republican Sena	181	12	
180	Karnataka - Doddaballapur	T VENKATARAMANAIAH	Indian National Congress	73225	1	9945
180	Karnataka - Doddaballapur	B MUNEGOWDA	Janata Dal (Secular)	63280	2	9945
180	Karnataka - Doddaballapur	J NARASIMHASWAMY	Bharatiya Janata Party	27612	3	
180	Karnataka - Doddaballapur	DR.K.N.VENKATESH	Independent	1018	4	
180	Karnataka - Doddaballapur	None of the Above	None of the Above	1016	5	
180	Karnataka - Doddaballapur	GOWRAMMA	Republican Sena	668	6	
180	Karnataka - Doddaballapur	M SRINIVAS	Independent	592	7	
180	Karnataka - Doddaballapur	M JAYALAKSHMI	All India Janaraksha Party	286	8	
180	Karnataka - Doddaballapur	MUNEGOWDA	Independent	194	9	
180	Karnataka - Doddaballapur	Y VENKATARAMANAPPA	Independent	181	10	
180	Karnataka - Doddaballapur	MALLESH M	Federal Congress of India	156	11	
180	Karnataka - Doddaballapur	M MANJUNATH	All India Mahila Empowerment Party	143	12	
180	Karnataka - Doddaballapur	S PURUSHOTHAM	Janata Dal (United)	132	13	
180	Karnataka - Doddaballapur	T.M.VENKATARAMANAIAH	Karnataka Pragnyavantha Janatha Party	129	14	
180	Karnataka - Doddaballapur	IBRAHIM SHARIFF TUBHAGERE SHARIFF	Independent	125	15	
181	Karnataka - Nelamangala	DR. K .SREENIVASAMURTHY	Janata Dal (Secular)	69277	1	24321
181	Karnataka - Nelamangala	R NARAYANASWAMY	Indian National Congress	44956	2	24321
181	Karnataka - Nelamangala	M V NAGARAJU	Bharatiya Janata Party	42689	3	
181	Karnataka - Nelamangala	None of the Above	None of the Above	1151	4	
181	Karnataka - Nelamangala	B. RAMAIAH	Janata Dal (United)	932	5	
181	Karnataka - Nelamangala	N K LOKESHA	Samanya Janatha Party (Loktantrik)	514	6	
181	Karnataka - Nelamangala	D H MANJULAMANI	Independent	510	7	
181	Karnataka - Nelamangala	SURESH RATHOD	Independent	352	8	
181	Karnataka - Nelamangala	DINESH KUMAR	Independent	300	9	
181	Karnataka - Nelamangala	G SHIVAKUMARI	All India Mahila Empowerment Party	290	10	
181	Karnataka - Nelamangala	S. LEPAKSHA	Lok Awaz Dal	248	11	
181	Karnataka - Nelamangala	DR SHIVARAJA	Karnataka Pragnyavantha Janatha Party	216	12	
182	Karnataka - Magadi	A. MANJUNATH	Janata Dal (Secular)	119492	1	51425
182	Karnataka - Magadi	H.C. BALAKRISHNA	Indian National Congress	68067	2	51425
182	Karnataka - Magadi	M.C.HANUMANTHARAJ	Bharatiya Janata Party	4410	3	
182	Karnataka - Magadi	None of the Above	None of the Above	839	4	
182	Karnataka - Magadi	MURALI.B	Independent	600	5	
182	Karnataka - Magadi	D.M.MADEGOWDA	All India Mahila Empowerment Party	223	6	
182	Karnataka - Magadi	PRASHANT.M	Independent	217	7	
182	Karnataka - Magadi	NAVEENKUMAR	Independent	112	8	
182	Karnataka - Magadi	D.SHIVAKUMAR	Samajwadi Party	94	9	
182	Karnataka - Magadi	M.G.JAYANANDA SWAMY	Independent	91	10	
182	Karnataka - Magadi	NARASIMHAMURTHY.H	Independent	73	11	
183	Karnataka - Ramanagaram	H.D.KUMARASWAMY	Janata Dal (Secular)	92626	1	22636
183	Karnataka - Ramanagaram	IQBAL HUSSAIN.H.A	Indian National Congress	69990	2	22636
183	Karnataka - Ramanagaram	LEELAVATHI	Bharatiya Janata Party	4871	3	
183	Karnataka - Ramanagaram	None of the Above	None of the Above	1144	4	
183	Karnataka - Ramanagaram	J.T.PRAKASH	Indian New Congress Party	1029	5	
183	Karnataka - Ramanagaram	SURENDRA RAMANAGARA	Independent	469	6	
183	Karnataka - Ramanagaram	SIDDAMARAIAH.S.	Independent	352	7	
183	Karnataka - Ramanagaram	S.KANTARAJU	Independent	334	8	
183	Karnataka - Ramanagaram	SHIVAKUMAR.S.	Independent	182	9	
183	Karnataka - Ramanagaram	B.S.KUMAR	Independent	180	10	
183	Karnataka - Ramanagaram	G.P.SHANKAREGOWDA	Independent	148	11	
183	Karnataka - Ramanagaram	GULAB JAN	Independent	130	12	
183	Karnataka - Ramanagaram	MANJUNATH. J	Independent	101	13	
183	Karnataka - Ramanagaram	BHARATH.N	Independent	96	14	
184	Karnataka - Kanakapura	D K SHIVAKUMAR	Indian National Congress	127552	1	79909
184	Karnataka - Kanakapura	NARAYANA GOWDA	Janata Dal (Secular)	47643	2	79909
184	Karnataka - Kanakapura	NANDINI GOWDA	Bharatiya Janata Party	6273	3	
184	Karnataka - Kanakapura	None of the Above	None of the Above	1168	4	
184	Karnataka - Kanakapura	N ARUN KUMAR	Rashtriya Manav Vikas Party	1095	5	
184	Karnataka - Kanakapura	SHIVA KUMARA M.D	Independent	627	6	
184	Karnataka - Kanakapura	K.V VISHWANATH	Independent	480	7	
184	Karnataka - Kanakapura	B R PRAKASHA	Praja Parivartan Party	406	8	
184	Karnataka - Kanakapura	NARAYANA GOWDA	Independent	284	9	
184	Karnataka - Kanakapura	SHIVARENUKA	Independent	255	10	
184	Karnataka - Kanakapura	MADAIAH K Y	Independent	230	11	
184	Karnataka - Kanakapura	PRADEEP KUMAR H L	Independent	139	12	
185	Karnataka - Channapatna	H D KUMARA SWAMY	Janata Dal (Secular)	87995	1	21530
185	Karnataka - Channapatna	C P YOGEESHWARA	Bharatiya Janata Party	66465	2	21530
185	Karnataka - Channapatna	H M REVANNA	Indian National Congress	30208	3	
185	Karnataka - Channapatna	None of the Above	None of the Above	1103	4	
185	Karnataka - Channapatna	RATNAMMA	Independent	927	5	
185	Karnataka - Channapatna	YOGISHA M	Independent	488	6	
185	Karnataka - Channapatna	ASHWATH P	Ambedkar Samaj Party	473	7	
185	Karnataka - Channapatna	T M MANCHEGOWDA	Independent	417	8	
185	Karnataka - Channapatna	J T PRAKASH	Indian New Congress Party	381	9	
185	Karnataka - Channapatna	B M LOKESH	All India Mahila Empowerment Party	121	10	
185	Karnataka - Channapatna	NAVYASHREE R	Independent	109	11	
185	Karnataka - Channapatna	JAI KISSAN S R	Independent	80	12	
185	Karnataka - Channapatna	K N SIDDARAJU	Dr. Ambedkar People's Party	79	13	
185	Karnataka - Channapatna	SHILPA K P	Samanya Janatha Party (Loktantrik)	71	14	
185	Karnataka - Channapatna	A KRISHNA	Independent	50	15	
185	Karnataka - Channapatna	K V MANU	Rashtriya Manav Vikas Party	46	16	
186	Karnataka - Malavalli	DR.K.ANNADANI	Janata Dal (Secular)	103038	1	26760
186	Karnataka - Malavalli	P.M.NARENDRASWAMY	Indian National Congress	76278	2	26760
186	Karnataka - Malavalli	B.SOMASHEKHAR	Bharatiya Janata Party	10808	3	
186	Karnataka - Malavalli	None of the Above	None of the Above	1471	4	
186	Karnataka - Malavalli	M.S.SHASHIKUMAR	Indian New Congress Party	820	5	
186	Karnataka - Malavalli	R.SIDDARAJU	Independent	523	6	
186	Karnataka - Malavalli	M.KRISHNAMURTHY	Bharatiya Rashtriya Mahila Sarvodaya Congress	363	7	
186	Karnataka - Malavalli	T.N.SATHEESH KUMAR	Independent	292	8	
186	Karnataka - Malavalli	M.NANJAPPA	Independent	223	9	
186	Karnataka - Malavalli	H.MAHADEVA	Independent	222	10	
186	Karnataka - Malavalli	H.D.DEVAPRASAD	Independent	172	11	
186	Karnataka - Malavalli	MANTYALINGU	Republican Party of India (A)	171	12	
186	Karnataka - Malavalli	VISHWANATHA G.S.	All India Mahila Empowerment Party	170	13	
186	Karnataka - Malavalli	T.C.VENKATESH	Rashtriya Manav Vikas Party	124	14	
187	Karnataka - Maddur	D.C.THAMMANNA	Janata Dal (Secular)	109239	1	54030
187	Karnataka - Maddur	MADHU G MADEGOWDA	Indian National Congress	55209	2	54030
187	Karnataka - Maddur	MADDURU SATHISHA	Bharatiya Janata Party	4159	3	
187	Karnataka - Maddur	None of the Above	None of the Above	1350	4	
187	Karnataka - Maddur	LINGEGOWDA S H	Swaraj India	450	5	
187	Karnataka - Maddur	VENKATESHA	Independent	429	6	
187	Karnataka - Maddur	SHIVAMADEGOWDA K R	Independent	404	7	
187	Karnataka - Maddur	VENKATESHA B	Dr. Ambedkar People's Party	182	8	
187	Karnataka - Maddur	DR.MANOJITH S S	Federal Congress of India	151	9	
187	Karnataka - Maddur	P.S. MAHESH KUMAR	Independent	146	10	
187	Karnataka - Maddur	MAHESHA S	Independent	101	11	
187	Karnataka - Maddur	CHETHAN B	Independent	98	12	
187	Karnataka - Maddur	N C PUTTARAJU	Independent	90	13	
187	Karnataka - Maddur	HEENA KOUSER	All India Mahila Empowerment Party	87	14	
188	Karnataka - Melukote	C S PUTTARAJU	Janata Dal (Secular)	96003	1	22224
188	Karnataka - Melukote	DARSHAN PUTTANNAIAH	Swaraj India	73779	2	22224
188	Karnataka - Melukote	SUNDAHALLI SOMASHEKARA	Bharatiya Janata Party	1595	3	
188	Karnataka - Melukote	None of the Above	None of the Above	979	4	
188	Karnataka - Melukote	B.K.PUTTARAJU	Independent	689	5	
188	Karnataka - Melukote	MAHESH VAKEELARU	All India Mahila Empowerment Party	498	6	
188	Karnataka - Melukote	DARSHAN.K.SEENEGOWDA	Independent	301	7	
188	Karnataka - Melukote	D K RAVIKUMARA	Independent	260	8	
188	Karnataka - Melukote	MAHESHA	Jana Samanyara Party (Karnataka)	210	9	
188	Karnataka - Melukote	PUTTARAJU	Independent	163	10	
188	Karnataka - Melukote	ROHINI	Samajwadi Party	153	11	
188	Karnataka - Melukote	ARUNKUMAR	Independent	133	12	
188	Karnataka - Melukote	H NARAYANA	Independent	117	13	
188	Karnataka - Melukote	G.M.RAMESH	Karnataka Jantha Paksha	85	14	
189	Karnataka - Mandya	M SRINIVAS	Janata Dal (Secular)	69421	1	21608
189	Karnataka - Mandya	P RAVIKUMAR	Indian National Congress	47813	2	21608
189	Karnataka - Mandya	N SHIVANNA	Bharatiya Janata Party	32064	3	
189	Karnataka - Mandya	DR S C SHANKAREGOWDA	Independent	10564	4	
189	Karnataka - Mandya	H C SHIVARAMU	Independent	1814	5	
189	Karnataka - Mandya	None of the Above	None of the Above	1008	6	
189	Karnataka - Mandya	KAVERI SHREYA M J	All India Mahila Empowerment Party	670	7	
189	Karnataka - Mandya	M B NAGANNA GOWDA	Independent	419	8	
189	Karnataka - Mandya	RAJESHA CHAKANAHALLI	Independent	363	9	
189	Karnataka - Mandya	KRISHNA C M	Independent	308	10	
189	Karnataka - Mandya	SHIVAKUMAR B S	Karnataka Pragnyavantha Janatha Party	292	11	
189	Karnataka - Mandya	MANJUNATHA S J	Independent	249	12	
189	Karnataka - Mandya	K MALLESHA	Independent	180	13	
189	Karnataka - Mandya	M C NITHYANANDA	Independent	162	14	
190	Karnataka - Shrirangapattana	RAVINDRA SRIKANTAIAH	Janata Dal (Secular)	101307	1	43688
190	Karnataka - Shrirangapattana	A.B.RAMESHA BANDISIDDEGOWDA	Indian National Congress	57619	2	43688
190	Karnataka - Shrirangapattana	NANJUNDEGOWDA.K. S	Bharatiya Janata Party	11326	3	
190	Karnataka - Shrirangapattana	VENKATESHA.C.S	Aam Aadmi Party	1941	4	
190	Karnataka - Shrirangapattana	MOHAN KUMAR U. KIRANGOORU PAAPU	Independent	1736	5	
190	Karnataka - Shrirangapattana	None of the Above	None of the Above	946	6	
190	Karnataka - Shrirangapattana	S.S.RAJASHEKARAIAH	Independent	462	7	
190	Karnataka - Shrirangapattana	SATHEESHA.H.M	Praja Parivartan Party	433	8	
190	Karnataka - Shrirangapattana	C.LINGEGOWDA	Independent	334	9	
190	Karnataka - Shrirangapattana	M.M. MAHESHA GOWDA	Independent	210	10	
190	Karnataka - Shrirangapattana	SURESHA.V	All India Mahila Empowerment Party	205	11	
190	Karnataka - Shrirangapattana	KEMPEGOWDA	Independent	136	12	
191	Karnataka - Nagamangala	SURESH GOWDAA	Janata Dal (Secular)	112396	1	47667
191	Karnataka - Nagamangala	N CHALUVARAYASWAMY	Indian National Congress	64729	2	47667
191	Karnataka - Nagamangala	GOWDA DR. PARTHASARATHY V.	Bharatiya Janata Party	1915	3	
191	Karnataka - Nagamangala	B. S. GOWDA	Karnataka Jantha Paksha	652	4	
191	Karnataka - Nagamangala	None of the Above	None of the Above	647	5	
191	Karnataka - Nagamangala	RUKMINI MALLIKARJUNA	Independent	384	6	
191	Karnataka - Nagamangala	A. YADAVANAHALLI P. C. KRISHNEGOWDA	Independent	186	7	
191	Karnataka - Nagamangala	VENKATESHA	Independent	184	8	
191	Karnataka - Nagamangala	B. V. DHARANENDRABABU	Independent	139	9	
191	Karnataka - Nagamangala	N. S. ASHOKA	Independent	136	10	
191	Karnataka - Nagamangala	VASIM ULLA KHAN	All India Mahila Empowerment Party	104	11	
192	Karnataka - Krishnarajapete	NARAYANAGOWDA	Janata Dal (Secular)	88016	1	17119
192	Karnataka - Krishnarajapete	K B CHANDRASHEKAR	Indian National Congress	70897	2	17119
192	Karnataka - Krishnarajapete	B C MANJU	Bharatiya Janata Party	9819	3	
192	Karnataka - Krishnarajapete	K N SHANKAREGOWDA	Independent	1524	4	
192	Karnataka - Krishnarajapete	LOKESH B N	Independent	1139	5	
192	Karnataka - Krishnarajapete	None of the Above	None of the Above	1093	6	
192	Karnataka - Krishnarajapete	ASHOK	Jai Bharath Jena Sena Party	381	7	
192	Karnataka - Krishnarajapete	A C KANTHA	Karnataka Pragnyavantha Janatha Party	290	8	
192	Karnataka - Krishnarajapete	RAVIKUMAR L R	Independent	273	9	
192	Karnataka - Krishnarajapete	R JAGADISH	Independent	213	10	
192	Karnataka - Krishnarajapete	MANJULA	Independent	182	11	
192	Karnataka - Krishnarajapete	PUTTANNA S GOWDA	Independent	176	12	
193	Karnataka - Shravanabelagola	C N BALAKRISHNA	Janata Dal (Secular)	105516	1	53012
193	Karnataka - Shravanabelagola	C S PUTTEGOWDA	Indian National Congress	52504	2	53012
193	Karnataka - Shravanabelagola	SHIVANANJEGOWDA	Bharatiya Janata Party	7506	3	
193	Karnataka - Shravanabelagola	None of the Above	None of the Above	906	4	
193	Karnataka - Shravanabelagola	DWARAKISH	All India Mahila Empowerment Party	415	5	
193	Karnataka - Shravanabelagola	BOJEGOWDA	Samanya Janatha Party (Loktantrik)	414	6	
194	Karnataka - Arsikere	K.M SHIVALINGE GOWDA	Janata Dal (Secular)	93986	1	43689
194	Karnataka - Arsikere	G.B.SHASHIDHARA	Indian National Congress	50297	2	43689
194	Karnataka - Arsikere	G. MARISWAMY	Bharatiya Janata Party	25258	3	
194	Karnataka - Arsikere	N.C CHANDRASHEKARA	Republican Party of India (A)	1354	4	
194	Karnataka - Arsikere	None of the Above	None of the Above	1079	5	
194	Karnataka - Arsikere	JAGADISHA C.B	Samanya Janatha Party (Loktantrik)	539	6	
