Constituency No.	Constituency Name	Candidate Name	Party	Votes Polled	Position	Win/Lose Margin
189	Tamil Nadu - Madurai East	SUSEENDRAN M	Bharatiya Janata Party	6181	4	
189	Tamil Nadu - Madurai East	SENGANNAN	Naam Tamilar Katchi	3296	5	
189	Tamil Nadu - Madurai East	None of the Above	None of the Above	3246	6	
189	Tamil Nadu - Madurai East	ALAGURAJA	Pattali Makkal Katchi	1113	7	
189	Tamil Nadu - Madurai East	RAJARAM.R	Independent	870	8	
189	Tamil Nadu - Madurai East	MARICHAMY.S	Independent	763	9	
189	Tamil Nadu - Madurai East	AYANNAR S	Tamilaga Makkal Munnetra Kazhagam	569	10	
189	Tamil Nadu - Madurai East	K.SELVAKUMAR	Gokula Makkal Katchi	407	11	
189	Tamil Nadu - Madurai East	RADHA T	Bahujan Samaj Party	402	12	
189	Tamil Nadu - Madurai East	RAMAMOORTHI.S	Independent	289	13	
189	Tamil Nadu - Madurai East	RAGHAVAN S	Independent	265	14	
189	Tamil Nadu - Madurai East	BALAMURUGAN.K	Ezhuchi Tamilargal Munnetra Kazhagam	240	15	
189	Tamil Nadu - Madurai East	THIRUVENKADAM .S	Rashtriya Janta Party	210	16	
189	Tamil Nadu - Madurai East	RAVICHANDRAN.B	Independent	194	17	
189	Tamil Nadu - Madurai East	KANNAN.M	Samajwadi Samaj Party	163	18	
189	Tamil Nadu - Madurai East	PANDI	Independent	153	19	
189	Tamil Nadu - Madurai East	THATHUPERUMAL.C	Youth And Students Party	147	20	
190	Tamil Nadu - Sholavandan	MANICKAM K	All India Anna Dravida Munnetra Kazhagam	87044	1	24857
190	Tamil Nadu - Sholavandan	BHAVANI.C	Dravida Munnetra Kazhagam	62187	2	24857
190	Tamil Nadu - Sholavandan	PANDIYAMMAL R	Viduthalai Chiruthaigal Katchi	7357	3	
190	Tamil Nadu - Sholavandan	PALANIVEL SWAMY S	Bharatiya Janata Party	2766	4	
190	Tamil Nadu - Sholavandan	None of the Above	None of the Above	1930	5	
190	Tamil Nadu - Sholavandan	SAKTHI C	Naam Tamilar Katchi	1553	6	
190	Tamil Nadu - Sholavandan	MUTHAIAH S	Pattali Makkal Katchi	857	7	
190	Tamil Nadu - Sholavandan	JAYAKUMAR V	Bahujan Samaj Party	556	8	
190	Tamil Nadu - Sholavandan	KANDAVEL S	Independent	519	9	
190	Tamil Nadu - Sholavandan	PERIYAKARUPPAN C	All India Forward Bloc	508	10	
190	Tamil Nadu - Sholavandan	SEKAR N	Independent	282	11	
190	Tamil Nadu - Sholavandan	KANNAN S	Gandhiyan Peoples Party	265	12	
190	Tamil Nadu - Sholavandan	REMESH K	Independent	225	13	
190	Tamil Nadu - Sholavandan	SILAMBARASAN P	Independent	138	14	
190	Tamil Nadu - Sholavandan	SEENIVASAN M	Independent	137	15	
191	Tamil Nadu - Madurai North	RAJAN CHELLAPPA V.V.	All India Anna Dravida Munnetra Kazhagam	70460	1	18839
191	Tamil Nadu - Madurai North	KARTHIKEYAN V.	Indian National Congress	51621	2	18839
191	Tamil Nadu - Madurai North	MUJUPUR RAHUMAN S.	Desiya Murpokku Dravida Kazhagam	17732	3	
191	Tamil Nadu - Madurai North	SARAL M.	Naam Tamilar Katchi	3541	4	
191	Tamil Nadu - Madurai North	None of the Above	None of the Above	3479	5	
191	Tamil Nadu - Madurai North	AASAI KUMAR R.	Pattali Makkal Katchi	2039	6	
191	Tamil Nadu - Madurai North	ANAND B.	Indiya Jananayaka Katchi	1339	7	
191	Tamil Nadu - Madurai North	THIRUCHENTHURAN R.	Gandhiya Makkal Iyakkam	892	8	
191	Tamil Nadu - Madurai North	BHAGAVATHY P.	All India Forward Bloc	641	9	
191	Tamil Nadu - Madurai North	ABDUL SUKKUR I.	Independent	422	10	
191	Tamil Nadu - Madurai North	MURUGAN P.	Independent	351	11	
191	Tamil Nadu - Madurai North	GOPALAKRISHNAN M.	Independent	330	12	
191	Tamil Nadu - Madurai North	IDA REVATHY R.	Makkal Manadu Katchi	325	13	
191	Tamil Nadu - Madurai North	KARTHIKEYAN E.	Independent	281	14	
191	Tamil Nadu - Madurai North	RAMASAMY T.	Independent	171	15	
191	Tamil Nadu - Madurai North	GOPI SHANKAR M.	Anaithu Makkal Munnetra Kazhagam	157	16	
191	Tamil Nadu - Madurai North	VOLTAIRE M.J.	SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)	127	17	
191	Tamil Nadu - Madurai North	KARUPPAIAH S.	Tamizhaga Vaazhvurimai Katchi	115	18	
191	Tamil Nadu - Madurai North	MUTHUPANDI S.	Independent	115	19	
191	Tamil Nadu - Madurai North	KAASIM SAIT M.K.A.	Independent	87	20	
191	Tamil Nadu - Madurai North	RAVI C.	Independent	74	21	
191	Tamil Nadu - Madurai North	JEEVANANDAM S.	Independent	69	22	
192	Tamil Nadu - Madurai South	SARAVANAN .S.S.	All India Anna Dravida Munnetra Kazhagam	62683	1	23763
192	Tamil Nadu - Madurai South	BALACHANDRAN .M	Dravida Munnetra Kazhagam	38920	2	23763
192	Tamil Nadu - Madurai South	BOOMINATHAN. M	Marumalarchi Dravida Munnetra Kazhagam	19443	3	
192	Tamil Nadu - Madurai South	MAHALAKSHMI .A.R	Bharatiya Janata Party	16069	4	
192	Tamil Nadu - Madurai South	None of the Above	None of the Above	2918	5	
192	Tamil Nadu - Madurai South	VIJAYAKUMAR. B	Naam Tamilar Katchi	2594	6	
192	Tamil Nadu - Madurai South	NAJIMA BEGUM .S	Socialistic Democratic Party	2210	7	
192	Tamil Nadu - Madurai South	MARI SELVAM. S	Pattali Makkal Katchi	864	8	
192	Tamil Nadu - Madurai South	MUJEEB RAHUMAN. A	Independent	267	9	
192	Tamil Nadu - Madurai South	MAHALAKSHMI .N.K	Independent	194	10	
192	Tamil Nadu - Madurai South	GANESAN .U	United Communist Party of India	177	11	
192	Tamil Nadu - Madurai South	MAHALAKSHMI .A.G	Independent	158	12	
192	Tamil Nadu - Madurai South	ANUSHIYASREE. M	Independent	114	13	
193	Tamil Nadu - Madurai Central	PALANIVEL THIAGARAJAN	Dravida Munnetra Kazhagam	64662	1	5762
193	Tamil Nadu - Madurai Central	JEYABAL M	All India Anna Dravida Munnetra Kazhagam	58900	2	5762
193	Tamil Nadu - Madurai Central	SIVAMUTHUKUMAR D	Desiya Murpokku Dravida Kazhagam	11235	3	
193	Tamil Nadu - Madurai Central	KARTHIK PRABU M	Bharatiya Janata Party	6926	4	
193	Tamil Nadu - Madurai Central	VETRIKUMARAN C	Naam Tamilar Katchi	2998	5	
193	Tamil Nadu - Madurai Central	None of the Above	None of the Above	2683	6	
193	Tamil Nadu - Madurai Central	JAFAR SULTHAN IBRAHIM M	SOCIAL DEMOCRATIC PARTY OF INDIA	1686	7	
193	Tamil Nadu - Madurai Central	SELVAM T	Pattali Makkal Katchi	1007	8	
193	Tamil Nadu - Madurai Central	SUDHAKAR R	All India Forward Bloc	471	9	
193	Tamil Nadu - Madurai Central	BALASUBRAMANIAN R	Independent	253	10	
193	Tamil Nadu - Madurai Central	THAVAMANI A	Bahujan Samaj Party	203	11	
193	Tamil Nadu - Madurai Central	VEL S	Independent	161	12	
193	Tamil Nadu - Madurai Central	MUTHURAJA K.M	Independent	156	13	
193	Tamil Nadu - Madurai Central	SHAHUL HAMEED A	Independent	135	14	
193	Tamil Nadu - Madurai Central	KARMEGAM M	Independent	106	15	
193	Tamil Nadu - Madurai Central	SATHIYENDRAN N	Independent	97	16	
193	Tamil Nadu - Madurai Central	SOUNDARAM G T	Lok Jan Shakti Party	95	17	
193	Tamil Nadu - Madurai Central	RAJKUMAR S	Independent	88	18	
193	Tamil Nadu - Madurai Central	NAVANEETHAKRISHNAN R	Independent	74	19	
193	Tamil Nadu - Madurai Central	AVADAINATHAN V	Independent	46	20	
194	Tamil Nadu - Madurai West	RAJU K	All India Anna Dravida Munnetra Kazhagam	82529	1	16398
194	Tamil Nadu - Madurai West	THALAPATHI G	Dravida Munnetra Kazhagam	66131	2	16398
194	Tamil Nadu - Madurai West	VASUKI U	Communist Party of India (Marxist)	19991	3	
194	Tamil Nadu - Madurai West	SASIKUMAR A	Bharatiya Janata Party	5705	4	
194	Tamil Nadu - Madurai West	THIRUNAVUKKARASU V	Naam Tamilar Katchi	3454	5	
194	Tamil Nadu - Madurai West	None of the Above	None of the Above	2759	6	
194	Tamil Nadu - Madurai West	KRISHNAKUMAR R	Pattali Makkal Katchi	927	7	
194	Tamil Nadu - Madurai West	VENKATESAN M	Independent	360	8	
194	Tamil Nadu - Madurai West	MUTHUPANDIAN S	Independent	332	9	
194	Tamil Nadu - Madurai West	MEENAKSHI V C	Samuga Makkal Katchi	310	10	
194	Tamil Nadu - Madurai West	ESWARAN S	Gandhiya Makkal Iyakkam	277	11	
194	Tamil Nadu - Madurai West	PANDI A	Shivsena	239	12	
194	Tamil Nadu - Madurai West	KANNAN M	Independent	215	13	
194	Tamil Nadu - Madurai West	MANIKANDAN N	All India Forward Bloc	205	14	
194	Tamil Nadu - Madurai West	KANNABOOPATHI S	Independent	173	15	
194	Tamil Nadu - Madurai West	SASIKUMAR R	Independent	173	16	
194	Tamil Nadu - Madurai West	THIRUPATHI A	Independent	100	17	
194	Tamil Nadu - Madurai West	GANESH MOORTHY M	Independent	89	18	
194	Tamil Nadu - Madurai West	MURUGAN S	Makkal Manadu Katchi	81	19	
194	Tamil Nadu - Madurai West	JEGA VEERAN S	Independent	78	20	
194	Tamil Nadu - Madurai West	ARIVUDAINAMBI S	Independent	52	21	
195	Tamil Nadu - Thiruparankundram	SEENIVEL S M	All India Anna Dravida Munnetra Kazhagam	93453	1	22992
195	Tamil Nadu - Thiruparankundram	MANIMARAN M	Dravida Munnetra Kazhagam	70461	2	22992
195	Tamil Nadu - Thiruparankundram	KANDASAMY K	Communist Party of India	15275	3	
195	Tamil Nadu - Thiruparankundram	ARUMUGAM S	Bharatiya Janata Party	7698	4	
195	Tamil Nadu - Thiruparankundram	None of the Above	None of the Above	3111	5	
195	Tamil Nadu - Thiruparankundram	MOHAN M	All India Forward Bloc	1277	6	
195	Tamil Nadu - Thiruparankundram	BALAMURUGAN K	Pattali Makkal Katchi	1237	7	
195	Tamil Nadu - Thiruparankundram	RUSSIA O	Independent	917	8	
195	Tamil Nadu - Thiruparankundram	MUTHUKRISHNAN S	Ezhuchi Tamilargal Munnetra Kazhagam	905	9	
195	Tamil Nadu - Thiruparankundram	ALAGARSAMY M	Makkal Manadu Katchi	544	10	
195	Tamil Nadu - Thiruparankundram	PREMNATH M S	Independent	355	11	
195	Tamil Nadu - Thiruparankundram	JEGADEESH KUMAR R	Independent	333	12	
195	Tamil Nadu - Thiruparankundram	VELMURUGAN G	Samuga Makkal Katchi	331	13	
195	Tamil Nadu - Thiruparankundram	KALIMUTHU A	United Communist Party of India	315	14	
195	Tamil Nadu - Thiruparankundram	SANTHI POOJAN K	Shivsena	302	15	
195	Tamil Nadu - Thiruparankundram	DURAIRAJAN N	Independent	259	16	
195	Tamil Nadu - Thiruparankundram	BALASUBRAMANIAN T	Anaithu Makkal Munnetra Kazhagam	182	17	
195	Tamil Nadu - Thiruparankundram	PRABAKARAN S	Akhila India Jananayaka Makkal Katchi (Dr. Isaac)	159	18	
195	Tamil Nadu - Thiruparankundram	SANTHI V	Lok Jan Shakti Party	137	19	
195	Tamil Nadu - Thiruparankundram	MOHAN S	Independent	135	20	
195	Tamil Nadu - Thiruparankundram	DEEPAKKUMAR M	Independent	94	21	
196	Tamil Nadu - Thirumangalam	UDHAYAKUMAR.R.B	All India Anna Dravida Munnetra Kazhagam	95864	1	23590
196	Tamil Nadu - Thirumangalam	JEYARAM.R	Indian National Congress	72274	2	23590
196	Tamil Nadu - Thirumangalam	SRINIVASAN.M	Desiya Murpokku Dravida Kazhagam	20589	3	
196	Tamil Nadu - Thirumangalam	RAMAMOORTHY.V.R	Bharatiya Janata Party	3261	4	
196	Tamil Nadu - Thirumangalam	MANIKANDAN.K	Naam Tamilar Katchi	1999	5	
196	Tamil Nadu - Thirumangalam	KARNAN.S	All India Forward Bloc	1813	6	
196	Tamil Nadu - Thirumangalam	None of the Above	None of the Above	1572	7	
196	Tamil Nadu - Thirumangalam	PANDYARAJ.V.S	Independent	1232	8	
196	Tamil Nadu - Thirumangalam	SUNDARAMOORTHI.D	Independent	887	9	
196	Tamil Nadu - Thirumangalam	KANNIAH.T	Pattali Makkal Katchi	843	10	
196	Tamil Nadu - Thirumangalam	RAVI.S	Independent	799	11	
196	Tamil Nadu - Thirumangalam	JEYASAKTHIVEL.S	Shivsena	445	12	
196	Tamil Nadu - Thirumangalam	VAIYADURAI.V	Bahujan Samaj Party	406	13	
196	Tamil Nadu - Thirumangalam	NAGARAJAN.S	Samuga Makkal Katchi	358	14	
196	Tamil Nadu - Thirumangalam	VENGATESWARAN.B	Independent	349	15	
196	Tamil Nadu - Thirumangalam	KAMARASU.C	Independent	258	16	
196	Tamil Nadu - Thirumangalam	PANDY.P	Tamilaga Makkal Munnetra Kazhagam	198	17	
196	Tamil Nadu - Thirumangalam	VAIRAMANI.S	Independent	196	18	
196	Tamil Nadu - Thirumangalam	RAMANATHAN.M	Independent	180	19	
196	Tamil Nadu - Thirumangalam	RAJAMANIKANDAN.S	Independent	142	20	
196	Tamil Nadu - Thirumangalam	KALUVANATHAN.M	Independent	129	21	
196	Tamil Nadu - Thirumangalam	CHANDRABOSE.P	Youth And Students Party	116	22	
196	Tamil Nadu - Thirumangalam	TAMILAPPANDI.M.P	Lok Jan Shakti Party	94	23	
197	Tamil Nadu - Usilampatti	NEETHIPATHI P	All India Anna Dravida Munnetra Kazhagam	106349	1	32906
197	Tamil Nadu - Usilampatti	ILAMAKEZHAN.K	Dravida Munnetra Kazhagam	73443	2	32906
197	Tamil Nadu - Usilampatti	BASKARA SETHUPATHY.A	Marumalarchi Dravida Munnetra Kazhagam	7079	3	
197	Tamil Nadu - Usilampatti	KATHIRAVAN P.V	All India Forward Bloc	5136	4	
197	Tamil Nadu - Usilampatti	SANGLI.M	Bharatiya Janata Party	2860	5	
197	Tamil Nadu - Usilampatti	None of the Above	None of the Above	1672	6	
197	Tamil Nadu - Usilampatti	IYNDHU KOVILAN.G	Naam Tamilar Katchi	1437	7	
197	Tamil Nadu - Usilampatti	MAHENDRAN M	Bahujan Samaj Party	939	8	
197	Tamil Nadu - Usilampatti	MURUGAN.T	Pattali Makkal Katchi	619	9	
197	Tamil Nadu - Usilampatti	NETHAJI C	Independent	457	10	
197	Tamil Nadu - Usilampatti	JEYAKUMAR S	Tamilaga Makkal Munnetra Kazhagam	255	11	
197	Tamil Nadu - Usilampatti	NAGAMANI N	Independent	254	12	
197	Tamil Nadu - Usilampatti	RAJUTHEVAR M	Independent	243	13	
197	Tamil Nadu - Usilampatti	THANGAM A	Independent	199	14	
197	Tamil Nadu - Usilampatti	RANJITHAM P	Lok Jan Shakti Party	96	15	
197	Tamil Nadu - Usilampatti	SENTHIL MURUGAN S	Independent	88	16	
198	Tamil Nadu - Andipatti	THANGATAMILSELVAM	All India Anna Dravida Munnetra Kazhagam	103129	1	30196
198	Tamil Nadu - Andipatti	MOOKAIAH.L	Dravida Munnetra Kazhagam	72933	2	30196
198	Tamil Nadu - Andipatti	KRISHNAMOORTHY.M.N	Desiya Murpokku Dravida Kazhagam	10776	3	
198	Tamil Nadu - Andipatti	CHAKKARAVARTHI.R	Bharatiya Janata Party	3465	4	
198	Tamil Nadu - Andipatti	None of the Above	None of the Above	1909	5	
198	Tamil Nadu - Andipatti	ANANDHA BABU.M	Naam Tamilar Katchi	1318	6	
198	Tamil Nadu - Andipatti	VAIGAI SEKAR @ BALASUNDARAM.S	Independent	1226	7	
198	Tamil Nadu - Andipatti	RAVI.K	Pattali Makkal Katchi	817	8	
198	Tamil Nadu - Andipatti	PANNEERSELVAM.S	Independent	521	9	
198	Tamil Nadu - Andipatti	SENTHIL KUMAR.R.	All India Forward Bloc	470	10	
198	Tamil Nadu - Andipatti	MURUGESAN	Independent	462	11	
198	Tamil Nadu - Andipatti	SIVAKUMAR.A	Tamilaga Makkal Munnetra Kazhagam	347	12	
198	Tamil Nadu - Andipatti	MURUGAN	Independent	250	13	
198	Tamil Nadu - Andipatti	PARAMASIVAM.T	Independent	194	14	
198	Tamil Nadu - Andipatti	VEERACHAMY.R	Independent	188	15	
198	Tamil Nadu - Andipatti	VASUDEVAN.A	Independent	177	16	
198	Tamil Nadu - Andipatti	RENGA THURAI.D	Gandhiya Makkal Iyakkam	141	17	
198	Tamil Nadu - Andipatti	VEERALAKSHMI.M	Republican Party of India (A)	112	18	
198	Tamil Nadu - Andipatti	AZHAGUMURUGAN.T	Independent	110	19	
198	Tamil Nadu - Andipatti	MEENAKSHI SUNDARAM.G.K	Samajwadi Party	64	20	
199	Tamil Nadu - Periyakulam	KATHIRKAMU.K	All India Anna Dravida Munnetra Kazhagam	90599	1	14350
199	Tamil Nadu - Periyakulam	ANBAZHAGAN	Dravida Munnetra Kazhagam	76249	2	14350
199	Tamil Nadu - Periyakulam	LAZAR.A	Communist Party of India (Marxist)	13525	3	
199	Tamil Nadu - Periyakulam	CHELLAM.K	Bharatiya Janata Party	5015	4	
199	Tamil Nadu - Periyakulam	None of the Above	None of the Above	2275	5	
199	Tamil Nadu - Periyakulam	PUSHPALATHA.M	Naam Tamilar Katchi	1048	6	
199	Tamil Nadu - Periyakulam	KANNAN.R	Pattali Makkal Katchi	1025	7	
199	Tamil Nadu - Periyakulam	MUTHU P	Independent	724	8	
199	Tamil Nadu - Periyakulam	MOHANRAJ A.C	Independent	636	9	
199	Tamil Nadu - Periyakulam	C.MALLAICHAMY	Independent	600	10	
199	Tamil Nadu - Periyakulam	PAPPATHI	Independent	318	11	
199	Tamil Nadu - Periyakulam	BALAMURUGAN.P	Tamilaga Makkal Munnetra Kazhagam	163	12	
199	Tamil Nadu - Periyakulam	NATHIYA	Independent	143	13	
199	Tamil Nadu - Periyakulam	KRISHNAVENI	Independent	128	14	
199	Tamil Nadu - Periyakulam	JEYACHANDAN.P	Samajwadi Party	124	15	
199	Tamil Nadu - Periyakulam	VINOTHKUMAR	Independent	124	16	
199	Tamil Nadu - Periyakulam	KRISHNASAMY	Independent	98	17	
199	Tamil Nadu - Periyakulam	CHANDRAN.K	Republican Party of India (A)	85	18	
199	Tamil Nadu - Periyakulam	ESWARAN	Independent	71	19	
199	Tamil Nadu - Periyakulam	ARIVAZHAGAN	Independent	60	20	
200	Tamil Nadu - Bodinayakanur	O. PANNEERSELVAM	All India Anna Dravida Munnetra Kazhagam	99531	1	15608
200	Tamil Nadu - Bodinayakanur	S. LAKSHMANAN	Dravida Munnetra Kazhagam	83923	2	15608
200	Tamil Nadu - Bodinayakanur	A.VEERABADRAN	Desiya Murpokku Dravida Kazhagam	6889	3	
200	Tamil Nadu - Bodinayakanur	V. VENKATESWARAN	Bharatiya Janata Party	3250	4	
200	Tamil Nadu - Bodinayakanur	None of the Above	None of the Above	1966	5	
200	Tamil Nadu - Bodinayakanur	P. ANBALAGAN	Naam Tamilar Katchi	1324	6	
200	Tamil Nadu - Bodinayakanur	V. THANGADURAI	Bahujan Samaj Party	594	7	
200	Tamil Nadu - Bodinayakanur	S. MANIKANDAN	Independent	592	8	
200	Tamil Nadu - Bodinayakanur	M. MARISELVAM	Independent	438	9	
200	Tamil Nadu - Bodinayakanur	A.RAMAKRISHNAN	Pattali Makkal Katchi	405	10	
200	Tamil Nadu - Bodinayakanur	D. MAHESWARI	Shivsena	385	11	
200	Tamil Nadu - Bodinayakanur	R. SURESH	Independent	364	12	
200	Tamil Nadu - Bodinayakanur	M. SUTHANTHIRAVEL	Independent	355	13	
200	Tamil Nadu - Bodinayakanur	M. RADHA KRISHNAN	People's Party of India(secular)	276	14	
200	Tamil Nadu - Bodinayakanur	V.S. GOUR MOHAN DASS	Tamilaga Makkal Munnetra Kazhagam	221	15	
200	Tamil Nadu - Bodinayakanur	K. PANDIAN	Republican Party of India (A)	186	16	
200	Tamil Nadu - Bodinayakanur	K.S. SELVAM	Independent	168	17	
200	Tamil Nadu - Bodinayakanur	V. MURUGESAN	Independent	155	18	
200	Tamil Nadu - Bodinayakanur	S.K. MARIAPPAN	Independent	151	19	
200	Tamil Nadu - Bodinayakanur	K. JAYAMANI	Independent	93	20	
200	Tamil Nadu - Bodinayakanur	N. MUNIRAJA	Independent	91	21	
200	Tamil Nadu - Bodinayakanur	V. NAGAJOTHI	Samajwadi Party	83	22	
200	Tamil Nadu - Bodinayakanur	C. SIVAKUMAR	Youth And Students Party	72	23	
200	Tamil Nadu - Bodinayakanur	K.NATHIYAZAGAN	Janata Dal (United)	67	24	
201	Tamil Nadu - Cumbum	S.T.K.JAKKAIYAN	All India Anna Dravida Munnetra Kazhagam	91099	1	11221
201	Tamil Nadu - Cumbum	CUMBUM.N RAMAKRISHNAN	Dravida Munnetra Kazhagam	79878	2	11221
201	Tamil Nadu - Cumbum	O.R.RAMACHANDRAN	Tamil Maanila Congress (Moopanar)	10149	3	
201	Tamil Nadu - Cumbum	N.PRABAKARAN	Bharatiya Janata Party	3971	4	
201	Tamil Nadu - Cumbum	None of the Above	None of the Above	2219	5	
201	Tamil Nadu - Cumbum	S.M.RAFEEQ AHAMED	SOCIAL DEMOCRATIC PARTY OF INDIA	1361	6	
201	Tamil Nadu - Cumbum	R.JAYAPAL	Naam Tamilar Katchi	1121	7	
201	Tamil Nadu - Cumbum	PON. KATCHIKANNAN	Pattali Makkal Katchi	763	8	
201	Tamil Nadu - Cumbum	S.K.MARIAPPAN	Independent	733	9	
201	Tamil Nadu - Cumbum	T.PONRAJA	Independent	702	10	
201	Tamil Nadu - Cumbum	R.SARAVANAN	Independent	509	11	
201	Tamil Nadu - Cumbum	S.CHELLAIAH	Bahujan Samaj Party	410	12	
201	Tamil Nadu - Cumbum	G.SIVAKUMAR	Independent	233	13	
201	Tamil Nadu - Cumbum	P.PRAKASH	Independent	229	14	
201	Tamil Nadu - Cumbum	RAMACHANDRAN	Independent	194	15	
201	Tamil Nadu - Cumbum	T.THIRUCHINGAM	Samajwadi Party	132	16	
201	Tamil Nadu - Cumbum	T.RANJITH	Independent	104	17	
201	Tamil Nadu - Cumbum	S.MARIYAPPAN	Tamilaga Makkal Munnetra Kazhagam	97	18	
201	Tamil Nadu - Cumbum	S.DINESHKUMAR	Independent	92	19	
201	Tamil Nadu - Cumbum	S.DEVANANTH	People's Party of India(secular)	86	20	
202	Tamil Nadu - Rajapalayam	THANGAPPANDIAN. S.	Dravida Munnetra Kazhagam	74787	1	4802
202	Tamil Nadu - Rajapalayam	SHYAM A.A.S.	All India Anna Dravida Munnetra Kazhagam	69985	2	4802
202	Tamil Nadu - Rajapalayam	GURUSAMY. A.	Communist Party of India (Marxist)	12505	3	
202	Tamil Nadu - Rajapalayam	RAMACHANDRA RAJA A.N.	Bharatiya Janata Party	3435	4	
202	Tamil Nadu - Rajapalayam	JEYARAJ. V.	Naam Tamilar Katchi	2414	5	
202	Tamil Nadu - Rajapalayam	None of the Above	None of the Above	2290	6	
202	Tamil Nadu - Rajapalayam	LAKSHMANAN. P.	Pattali Makkal Katchi	1073	7	
202	Tamil Nadu - Rajapalayam	JEYAPRAKASH. I.	Independent	919	8	
202	Tamil Nadu - Rajapalayam	ARASAMANI. K.	Makkal Kootamaipu Katchi	547	9	
202	Tamil Nadu - Rajapalayam	JEYARAJ. T.	Independent	451	10	
202	Tamil Nadu - Rajapalayam	THANGAPANDI. S.	Independent	402	11	
202	Tamil Nadu - Rajapalayam	THANGARAJ. K.	Independent	354	12	
202	Tamil Nadu - Rajapalayam	PERIYASAMY. A.	Independent	312	13	
202	Tamil Nadu - Rajapalayam	THANGESWARAN. P.	Independent	224	14	
202	Tamil Nadu - Rajapalayam	SAKTHIVEL.R.	Independent	189	15	
202	Tamil Nadu - Rajapalayam	MUTHUVELAN @ SARAVANAN. S.	Independent	159	16	
202	Tamil Nadu - Rajapalayam	MANMATHAN. M.	Independent	146	17	
202	Tamil Nadu - Rajapalayam	KAMATCHI. R.	Youth And Students Party	138	18	
202	Tamil Nadu - Rajapalayam	ARJUNAN . K.	Independent	136	19	
202	Tamil Nadu - Rajapalayam	KALYANASUNDARAM. R.S	Independent	123	20	
202	Tamil Nadu - Rajapalayam	BALAMURUGAN.V.	United Communist Party of India	99	21	
203	Tamil Nadu - Srivilliputhur	CHANDRA PRABHA. M	All India Anna Dravida Munnetra Kazhagam	88103	1	36673
203	Tamil Nadu - Srivilliputhur	MUTHUKUMAR.C	Puthiya Tamilagam	51430	2	36673
203	Tamil Nadu - Srivilliputhur	LINGAM.P	Communist Party of India	19415	3	
203	Tamil Nadu - Srivilliputhur	RAMASAMY. I	Bharatiya Janata Party	5497	4	
203	Tamil Nadu - Srivilliputhur	KALYANASUNDARAM. A	Naam Tamilar Katchi	3833	5	
203	Tamil Nadu - Srivilliputhur	None of the Above	None of the Above	2166	6	
203	Tamil Nadu - Srivilliputhur	THAMARAISELVAM. K	Independent	1695	7	
203	Tamil Nadu - Srivilliputhur	GANESAN. S	Independent	1631	8	
203	Tamil Nadu - Srivilliputhur	VELLAISAMY. V	Pattali Makkal Katchi	1119	9	
203	Tamil Nadu - Srivilliputhur	KARTHIKEYAN. B	Independent	958	10	
203	Tamil Nadu - Srivilliputhur	MUNIYANDI. M	Independent	596	11	
203	Tamil Nadu - Srivilliputhur	MUTHAIAH. A	Independent	529	12	
203	Tamil Nadu - Srivilliputhur	DHEIVENDHIRAN. S	Independent	464	13	
203	Tamil Nadu - Srivilliputhur	SANKARAN. A	Independent	406	14	
203	Tamil Nadu - Srivilliputhur	PANDI MUNIRAJA. M	Independent	347	15	
203	Tamil Nadu - Srivilliputhur	SAKTHIVEL. C	Independent	264	16	
203	Tamil Nadu - Srivilliputhur	GURUVAIYA. N	Independent	177	17	
204	Tamil Nadu - Sattur	SUBRAMANIAN S.G.	All India Anna Dravida Munnetra Kazhagam	71513	1	4427
204	Tamil Nadu - Sattur	SRINIVASAN V.	Dravida Munnetra Kazhagam	67086	2	4427
204	Tamil Nadu - Sattur	RAGURAMAN A.R.	Marumalarchi Dravida Munnetra Kazhagam	25442	3	
204	Tamil Nadu - Sattur	GNANAPANDITHAN P.	Bharatiya Janata Party	3407	4	
204	Tamil Nadu - Sattur	MUTHUVEL NACHIAR S.	Naam Tamilar Katchi	1520	5	
204	Tamil Nadu - Sattur	None of the Above	None of the Above	1455	6	
204	Tamil Nadu - Sattur	PASUPATHIDEVAN K.	All India Forward Bloc	958	7	
204	Tamil Nadu - Sattur	BALAKRISHNAN M.	Pattali Makkal Katchi	768	8	
204	Tamil Nadu - Sattur	JAWAHAR G.	Independent	653	9	
204	Tamil Nadu - Sattur	RAJKUMAR R.	Independent	545	10	
204	Tamil Nadu - Sattur	MUTHUPANDI M.	Independent	472	11	
204	Tamil Nadu - Sattur	ASHOKKUMAR S.	Bahujan Samaj Party	425	12	
204	Tamil Nadu - Sattur	PALANICHAMY P.	Independent	401	13	
204	Tamil Nadu - Sattur	KARTHIKRAJAN P.	Shivsena	333	14	
204	Tamil Nadu - Sattur	BOOPATHIRAJAN V.	Independent	323	15	
204	Tamil Nadu - Sattur	MUNIASAMY P.	Independent	195	16	
204	Tamil Nadu - Sattur	SERMUGAKANI V.	Independent	141	17	
204	Tamil Nadu - Sattur	ESAKKIMUTHU A.	Independent	121	18	
204	Tamil Nadu - Sattur	SRINIVASAN P.	Independent	94	19	
204	Tamil Nadu - Sattur	SIVASUBIRAMANIAN G.	Independent	87	20	
205	Tamil Nadu - Sivakasi	RAJENTHRABHALAJI K.T	All India Anna Dravida Munnetra Kazhagam	76734	1	14748
205	Tamil Nadu - Sivakasi	SREERAJA C.	Indian National Congress	61986	2	14748
